,Italian Ascii,Italian Latin1,Italian Non-Ascii Latin1,Italian UTF16,German Ascii,German Latin1,German Non-Ascii Latin1,German UTF16,Spanish Ascii,Spanish Latin1,Spanish Non-Ascii Latin1,Spanish UTF16,Polish Ascii,Polish Latin1,Polish Non-Ascii Latin1,Polish UTF16,Turkish Ascii,Turkish Latin1,Turkish Non-Ascii Latin1,Turkish UTF16,Vietnamese Ascii,Vietnamese Latin1,Vietnamese Non-Ascii Latin1,Vietnamese UTF16,Portuguese Ascii,Portuguese Latin1,Portuguese Non-Ascii Latin1,Portuguese UTF16,Dutch Ascii,Dutch Latin1,Dutch Non-Ascii Latin1,Dutch UTF16,French Ascii,French Latin1,French Non-Ascii Latin1,French UTF16,English Ascii,English Latin1,English Non-Ascii Latin1,English UTF16
0,0.953615905979767,0.9776802110113185,0.024064305031551533,0.022319788988681512,0.9450587662563461,0.9874603454824611,0.04240157922611501,0.012539654517538933,0.8999050880262032,0.9947240108683515,0.09481892284214836,0.005275989131648491,0.9126024398707989,0.9199167133819172,0.00731427351111823,0.08008328661808281,0.768561234758289,0.8137080648744723,0.04514683011618333,0.18629193512552766,0.840383967245447,0.8536530563842668,0.013269089138819887,0.14634694361573317,0.9113713041466935,0.9941217288657409,0.08275042471904735,0.005878271134259074,0.9803663691874119,0.9891028651949272,0.008736496007515266,0.010897134805072805,0.8917216425298534,0.9751885825426446,0.0834669400127912,0.024811417457355375,0.9745233426165483,0.9775225351416377,0.002999192525089399,0.022477464858362307
